,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation,id_mix
9586,No,20,No,Healthcare,2.0,Low,3.0,Cat_6,D,M_460373
9587,,22,No,Healthcare,9.0,Low,3.0,Cat_4,D,M_466383
9588,Yes,30,No,Doctor,1.0,Average,6.0,Cat_6,B,F_463728
9589,Yes,83,Yes,Artist,0.0,High,2.0,Cat_6,C,F_466596
9590,No,52,Yes,Artist,0.0,Low,1.0,Cat_6,D,F_465945
9591,No,19,No,Healthcare,7.0,Low,1.0,Cat_4,D,F_464825
9592,Yes,36,Yes,Engineer,11.0,Low,2.0,Cat_4,C,F_462235
9593,No,31,No,Healthcare,1.0,Low,4.0,Cat_4,C,M_463477
9594,Yes,51,Yes,Artist,0.0,Average,2.0,Cat_2,C,M_465744
9595,Yes,53,Yes,Artist,8.0,Average,2.0,Cat_6,A,F_467093
9596,No,31,Yes,Healthcare,1.0,Low,1.0,Cat_6,D,F_464351
9597,Yes,57,No,Entertainment,0.0,Low,4.0,Cat_3,A,M_466955
9598,Yes,36,Yes,Artist,0.0,Average,5.0,Cat_6,C,M_462305
9599,No,35,No,Doctor,,Low,3.0,Cat_4,A,M_461519
9600,No,41,Yes,Marketing,1.0,Low,2.0,Cat_6,A,F_465885
9601,Yes,69,Yes,Artist,0.0,Low,1.0,Cat_3,A,M_461022
9602,Yes,37,No,Entertainment,11.0,Average,2.0,Cat_6,B,M_463146
9603,,41,Yes,Healthcare,0.0,Low,1.0,Cat_4,A,F_466807
9604,No,49,Yes,Doctor,0.0,Low,1.0,Cat_6,A,F_459150
9605,Yes,59,Yes,Marketing,0.0,Average,3.0,Cat_6,B,M_467114
9606,Yes,37,Yes,Doctor,2.0,High,2.0,Cat_4,A,F_466395
9607,Yes,68,Yes,Lawyer,3.0,High,4.0,Cat_6,C,F_465028
9608,No,29,No,Entertainment,,Low,3.0,Cat_6,D,M_467194
9609,No,42,Yes,Artist,1.0,Low,2.0,Cat_6,A,F_464189
9610,,52,No,Doctor,0.0,High,3.0,Cat_6,D,M_466897
9611,Yes,46,Yes,Artist,1.0,Average,4.0,Cat_6,B,F_466043
9612,No,49,No,Entertainment,1.0,Low,3.0,Cat_3,D,M_460585
9613,No,33,Yes,Engineer,1.0,Low,5.0,Cat_6,D,F_461217
9614,Yes,33,No,Artist,1.0,Low,3.0,Cat_4,A,M_465759
9615,No,25,No,Engineer,,Low,3.0,Cat_6,D,F_463485
9616,No,32,No,Marketing,0.0,Low,3.0,Cat_4,D,M_464781
9617,Yes,87,Yes,Lawyer,0.0,High,2.0,Cat_6,A,F_459425
9618,Yes,52,Yes,Entertainment,0.0,Average,4.0,Cat_6,B,M_460716
9619,No,27,No,Engineer,14.0,Low,8.0,Cat_4,D,F_464864
9620,Yes,63,Yes,Entertainment,6.0,Low,2.0,Cat_6,D,M_467250
9621,Yes,89,Yes,Lawyer,1.0,High,2.0,Cat_2,C,F_460169
9622,Yes,86,Yes,Artist,,Low,4.0,,D,F_461204
9623,Yes,31,No,Executive,1.0,Average,2.0,Cat_4,D,M_462401
9624,No,41,Yes,Artist,0.0,Low,1.0,Cat_6,C,F_464290
9625,Yes,35,No,Artist,,Average,2.0,Cat_6,B,F_462692
9626,Yes,50,Yes,Artist,1.0,High,7.0,Cat_2,B,F_464599
9627,Yes,70,No,Engineer,0.0,Average,2.0,Cat_4,B,F_464952
9628,Yes,55,Yes,Engineer,1.0,Average,3.0,Cat_3,B,F_460502
9629,Yes,36,Yes,Homemaker,8.0,Average,5.0,Cat_6,B,F_463897
9630,Yes,66,Yes,Lawyer,4.0,Low,1.0,Cat_6,B,F_464401
9631,,47,Yes,Marketing,,High,2.0,Cat_3,D,M_460631
9632,Yes,49,No,Engineer,5.0,Average,5.0,Cat_4,D,F_462621
9633,Yes,65,Yes,Artist,1.0,Average,4.0,Cat_6,B,M_466092
9634,No,23,No,Healthcare,1.0,Low,4.0,Cat_3,D,F_466469
9635,Yes,45,No,Artist,3.0,High,4.0,Cat_6,C,M_459804
9636,No,33,No,Entertainment,1.0,Low,5.0,Cat_3,D,M_460548
9637,Yes,48,Yes,Executive,1.0,High,3.0,Cat_6,A,M_459733
9638,No,28,Yes,Healthcare,5.0,Low,4.0,Cat_6,D,M_466830
9639,No,27,Yes,Artist,0.0,Low,8.0,Cat_4,C,F_466849
9640,Yes,45,Yes,Engineer,1.0,Low,3.0,Cat_3,D,F_461090
9641,Yes,49,Yes,Entertainment,2.0,Average,3.0,Cat_6,A,F_466531
9642,Yes,46,,Marketing,,Low,1.0,Cat_4,D,F_464752
9643,Yes,56,Yes,Artist,1.0,Average,2.0,Cat_6,C,F_467378
9644,No,21,No,Healthcare,,Low,1.0,Cat_2,D,M_462830
9645,Yes,29,No,Artist,0.0,Average,2.0,Cat_3,A,F_461087
9646,No,33,No,Entertainment,,Low,3.0,Cat_6,C,M_461857
9647,Yes,57,Yes,Artist,0.0,Average,4.0,Cat_6,C,F_465754
9648,Yes,65,No,Entertainment,1.0,Low,1.0,Cat_6,A,M_466708
9649,Yes,61,Yes,Engineer,1.0,Average,5.0,Cat_6,B,F_465133
9650,No,32,No,Healthcare,0.0,Low,4.0,Cat_3,C,F_467266
9651,Yes,35,Yes,Artist,1.0,Low,1.0,Cat_3,A,M_464304
9652,Yes,82,Yes,Lawyer,1.0,High,2.0,Cat_6,A,F_464393
9653,Yes,37,No,Engineer,1.0,Low,4.0,Cat_4,A,F_464883
9654,No,26,No,Engineer,0.0,Low,5.0,,A,F_464002
9655,No,32,Yes,Healthcare,2.0,Low,3.0,Cat_6,C,M_465203
9656,Yes,81,Yes,Lawyer,1.0,High,2.0,Cat_6,C,F_461860
9657,No,49,Yes,Artist,0.0,Low,1.0,Cat_6,B,M_459934
9658,Yes,46,Yes,Marketing,1.0,Low,3.0,Cat_6,D,M_461408
9659,No,20,No,Doctor,,Low,4.0,Cat_6,D,F_459545
9660,,66,Yes,Artist,0.0,Low,,Cat_3,B,M_460737
9661,No,27,Yes,Entertainment,9.0,Low,3.0,Cat_6,B,M_459967
9662,Yes,66,Yes,Lawyer,6.0,Average,4.0,Cat_5,B,F_464493
9663,Yes,31,Yes,Artist,0.0,Average,3.0,Cat_1,D,M_463020
9664,Yes,53,Yes,Doctor,4.0,Average,2.0,Cat_6,C,M_466704
9665,No,29,Yes,Doctor,0.0,Low,5.0,Cat_3,D,F_462950
9666,Yes,70,No,Executive,,High,2.0,Cat_6,A,M_459862
9667,Yes,60,Yes,Entertainment,1.0,Average,5.0,Cat_3,B,M_465560
9668,No,43,No,Doctor,4.0,Low,6.0,Cat_7,B,F_465114
9669,Yes,73,Yes,Entertainment,5.0,Low,1.0,Cat_4,A,M_464908
9670,No,47,No,Engineer,,Low,,Cat_6,A,F_459761
9671,Yes,47,No,Entertainment,0.0,Average,3.0,Cat_6,C,M_464109
9672,No,20,No,Healthcare,1.0,Low,3.0,Cat_6,D,M_463748
9673,Yes,38,Yes,Artist,0.0,Low,2.0,Cat_7,B,M_461808
9674,Yes,56,Yes,Lawyer,5.0,High,9.0,Cat_6,C,F_461716
9675,Yes,51,Yes,Artist,0.0,Average,5.0,Cat_6,C,M_466409
9676,Yes,27,Yes,Artist,4.0,Average,2.0,Cat_6,A,M_464160
9677,No,30,Yes,Artist,2.0,Low,2.0,Cat_6,A,M_462459
9678,Yes,49,Yes,Artist,1.0,Average,4.0,Cat_2,A,M_463347
9679,No,30,Yes,Healthcare,0.0,Low,6.0,Cat_3,D,F_461117
9680,Yes,26,No,Doctor,9.0,Average,2.0,Cat_6,A,M_467023
9681,Yes,58,No,Marketing,,Average,6.0,Cat_4,D,F_462637
9682,Yes,42,Yes,Artist,3.0,Average,4.0,Cat_6,B,M_465068
9683,No,23,No,Healthcare,0.0,Low,,Cat_6,D,M_463731
9684,Yes,49,Yes,Executive,1.0,High,5.0,Cat_5,C,M_462239
9685,Yes,59,Yes,Executive,3.0,High,4.0,Cat_6,B,M_467472
9686,No,31,Yes,Healthcare,8.0,Low,,Cat_7,D,M_460269
9687,Yes,49,Yes,Artist,0.0,Average,5.0,Cat_2,C,F_466286
9688,No,31,Yes,Engineer,,Low,4.0,Cat_2,A,M_467017
9689,Yes,32,Yes,Artist,9.0,Average,2.0,Cat_6,C,M_463767
9690,Yes,41,Yes,Entertainment,5.0,Low,1.0,Cat_6,A,M_466653
9691,Yes,71,Yes,Executive,1.0,High,4.0,Cat_6,B,M_464982
9692,Yes,62,Yes,Entertainment,0.0,Average,3.0,Cat_6,C,M_465021
9693,No,26,Yes,Artist,,Low,4.0,Cat_4,A,M_462513
9694,No,41,No,Doctor,0.0,Low,1.0,Cat_6,A,F_460079
9695,No,41,Yes,Doctor,2.0,Low,2.0,Cat_6,C,M_460092
9696,No,38,Yes,Artist,,Low,1.0,Cat_6,A,M_462534
9697,Yes,53,Yes,Artist,3.0,Average,3.0,Cat_6,C,M_466172
9698,Yes,46,Yes,Doctor,2.0,Low,4.0,Cat_3,A,M_463370
9699,Yes,50,Yes,Executive,1.0,High,3.0,Cat_6,C,M_463030
9700,Yes,40,No,Artist,1.0,Low,1.0,Cat_6,C,F_465359
9701,No,49,No,Artist,9.0,Low,1.0,Cat_1,B,F_462504
9702,No,30,Yes,Healthcare,9.0,Low,3.0,Cat_6,D,F_465937
9703,Yes,36,Yes,Artist,0.0,Average,4.0,Cat_6,B,M_460534
9704,Yes,66,Yes,Lawyer,0.0,High,3.0,Cat_6,C,F_461032
9705,Yes,31,No,Marketing,,Low,4.0,Cat_3,D,M_463285
9706,Yes,37,Yes,,0.0,Low,,Cat_6,C,F_466773
9707,No,26,No,Healthcare,1.0,Low,,Cat_5,D,F_463568
9708,No,27,No,Healthcare,0.0,Low,4.0,Cat_4,C,F_463785
9709,Yes,70,No,Lawyer,,Low,1.0,Cat_6,D,M_467127
9710,Yes,43,No,Entertainment,,Average,3.0,Cat_4,D,M_467469
9711,No,42,No,Entertainment,1.0,Low,3.0,Cat_6,A,M_461358
9712,No,28,No,Doctor,1.0,Low,1.0,Cat_4,A,M_464803
9713,No,38,Yes,Artist,,Low,1.0,Cat_6,A,M_460938
9714,Yes,48,Yes,Entertainment,6.0,Low,2.0,Cat_7,B,M_460960
9715,Yes,36,No,Entertainment,9.0,Average,2.0,Cat_6,B,M_461461
9716,Yes,41,Yes,,0.0,Low,2.0,Cat_7,D,M_460192
9717,Yes,40,Yes,Artist,1.0,Low,2.0,Cat_6,B,M_466960
9718,Yes,57,Yes,Artist,0.0,High,2.0,Cat_6,C,F_466674
9719,Yes,50,Yes,Artist,,High,4.0,Cat_6,C,F_467747
9720,No,42,Yes,Entertainment,5.0,Low,7.0,Cat_6,A,F_460037
9721,No,20,No,Marketing,,Low,5.0,Cat_6,C,M_461310
9722,No,21,No,Healthcare,1.0,Low,7.0,Cat_2,D,F_460166
9723,Yes,38,No,Artist,,Average,2.0,Cat_6,A,M_459454
9724,No,27,Yes,Healthcare,0.0,Low,4.0,Cat_6,D,F_461403
9725,No,26,Yes,Marketing,9.0,Low,,Cat_3,D,F_459129
9726,Yes,46,Yes,Artist,4.0,High,5.0,Cat_6,C,F_464453
9727,No,27,No,Engineer,0.0,Low,6.0,Cat_6,D,F_463926
9728,No,25,No,Marketing,8.0,Low,5.0,Cat_6,D,F_462718
9729,Yes,87,Yes,Lawyer,0.0,High,2.0,Cat_6,A,M_464440
9730,No,27,Yes,Healthcare,1.0,Low,3.0,Cat_6,D,M_467197
9731,Yes,48,Yes,Marketing,6.0,Low,1.0,Cat_6,C,F_465070
9732,Yes,51,Yes,Doctor,1.0,Average,4.0,Cat_6,A,M_466127
9733,Yes,81,Yes,Lawyer,,High,2.0,Cat_6,B,M_466941
9734,Yes,48,Yes,Artist,7.0,Average,2.0,Cat_6,C,M_467918
9735,Yes,52,No,Artist,0.0,High,2.0,Cat_6,A,M_462696
9736,Yes,68,Yes,Lawyer,0.0,High,2.0,Cat_6,B,F_464135
9737,Yes,35,Yes,Artist,3.0,Average,3.0,Cat_6,B,M_467586
9738,Yes,39,Yes,Homemaker,9.0,Low,1.0,Cat_6,D,F_460794
9739,Yes,53,Yes,Artist,2.0,High,2.0,Cat_2,C,F_460155
9740,Yes,41,Yes,Artist,1.0,Average,2.0,Cat_6,C,M_464606
9741,Yes,41,Yes,Artist,11.0,High,2.0,Cat_6,A,M_465856
9742,No,25,No,Engineer,1.0,Low,1.0,Cat_6,A,F_463214
9743,Yes,23,No,Healthcare,7.0,High,2.0,Cat_6,B,F_462848
9744,Yes,47,Yes,Artist,1.0,High,5.0,,C,F_465293
9745,Yes,35,Yes,Artist,0.0,High,2.0,Cat_7,C,F_461666
9746,Yes,51,Yes,Executive,1.0,Low,3.0,Cat_6,C,M_459773
9747,No,38,Yes,Engineer,1.0,Low,1.0,Cat_6,A,F_463647
9748,Yes,62,Yes,Artist,10.0,Low,1.0,Cat_6,B,M_464156
9749,No,43,Yes,Entertainment,8.0,Low,,Cat_3,A,F_460457
9750,Yes,60,Yes,Executive,1.0,High,6.0,Cat_2,B,M_463139
9751,Yes,47,Yes,Executive,1.0,High,4.0,Cat_6,C,M_464355
9752,No,22,No,Marketing,0.0,Low,4.0,Cat_6,D,M_462183
9753,No,31,No,Marketing,0.0,Low,3.0,Cat_6,D,F_466697
9754,Yes,38,Yes,Engineer,3.0,Low,2.0,Cat_6,A,F_466730
9755,Yes,42,No,Entertainment,6.0,Average,5.0,Cat_6,A,F_466394
9756,Yes,50,Yes,Artist,1.0,Average,3.0,Cat_6,C,F_459009
9757,Yes,38,No,Artist,5.0,Average,3.0,Cat_3,B,M_460554
9758,Yes,55,Yes,Doctor,0.0,Average,3.0,Cat_6,B,F_462498
9759,Yes,71,Yes,Artist,1.0,Average,2.0,Cat_6,C,F_459926
9760,Yes,38,No,Artist,10.0,Average,4.0,Cat_7,A,M_465910
9761,Yes,77,Yes,Artist,1.0,Low,1.0,Cat_6,A,M_459166
9762,No,33,No,Engineer,1.0,Low,3.0,Cat_4,D,M_462545
9763,Yes,72,No,Executive,0.0,High,2.0,Cat_6,B,M_459406
9764,Yes,43,No,Engineer,9.0,Average,4.0,Cat_4,A,F_464772
9765,No,35,Yes,Artist,0.0,Low,3.0,Cat_6,B,F_465491
9766,No,33,Yes,Doctor,1.0,Low,3.0,Cat_6,A,F_463123
9767,Yes,27,Yes,Entertainment,0.0,Average,2.0,Cat_6,A,M_462015
9768,No,21,No,Healthcare,0.0,Low,6.0,Cat_3,D,M_461107
9769,Yes,41,Yes,Artist,0.0,Average,2.0,Cat_6,C,F_459265
9770,No,19,No,Healthcare,,Low,6.0,Cat_3,D,F_462789
9771,,50,No,Artist,1.0,High,4.0,Cat_6,C,F_465356
9772,No,29,Yes,Artist,9.0,Low,3.0,Cat_6,A,M_460295
9773,Yes,46,No,Artist,8.0,Low,1.0,Cat_6,B,F_463871
9774,Yes,46,Yes,Artist,1.0,Low,1.0,Cat_2,D,M_464594
9775,Yes,53,No,Engineer,3.0,Low,1.0,Cat_6,A,F_460694
9776,Yes,36,Yes,Executive,1.0,High,4.0,Cat_6,B,M_464369
9777,Yes,36,No,Engineer,0.0,Average,2.0,Cat_4,A,F_463983
9778,Yes,56,No,Executive,,High,5.0,Cat_4,B,M_463973
9779,Yes,25,Yes,Entertainment,1.0,High,2.0,Cat_3,D,M_465721
9780,No,32,No,Entertainment,,Low,4.0,Cat_6,D,F_467347
9781,No,61,Yes,Entertainment,1.0,Low,3.0,Cat_2,C,M_461325
9782,Yes,61,No,Entertainment,1.0,Average,2.0,Cat_7,B,M_465335
9783,Yes,53,Yes,Artist,0.0,Average,2.0,Cat_6,C,M_461871
9784,Yes,69,No,Executive,1.0,High,4.0,Cat_6,C,M_466296
9785,No,47,Yes,Entertainment,4.0,Low,1.0,Cat_6,A,M_462252
9786,Yes,26,Yes,Entertainment,5.0,Low,7.0,Cat_6,D,F_460209
9787,No,39,Yes,Artist,9.0,Low,1.0,Cat_6,B,F_465890
9788,Yes,47,No,Artist,0.0,Low,4.0,Cat_1,A,M_459745
9789,Yes,69,Yes,Artist,7.0,Low,1.0,Cat_6,A,F_465715
9790,Yes,46,Yes,Artist,8.0,Average,2.0,Cat_1,B,M_467168
9791,Yes,50,Yes,Engineer,,Low,1.0,Cat_3,C,M_465805
9792,No,37,Yes,Doctor,1.0,Low,3.0,Cat_6,D,F_461417
9793,No,50,Yes,Artist,6.0,Low,1.0,Cat_6,B,F_462938
9794,Yes,52,Yes,Doctor,0.0,Average,4.0,Cat_6,C,F_463869
9795,No,28,Yes,Healthcare,5.0,Low,4.0,Cat_6,C,M_459071
9796,No,42,Yes,Entertainment,3.0,Low,2.0,Cat_2,A,M_460193
9797,No,43,Yes,Engineer,,Low,1.0,Cat_6,A,F_462936
9798,No,42,Yes,Artist,,Low,2.0,Cat_6,A,F_464015
9799,Yes,45,Yes,Executive,1.0,High,5.0,Cat_4,B,M_467961
9800,Yes,57,Yes,Lawyer,1.0,High,2.0,Cat_6,B,M_464442
9801,No,48,Yes,Entertainment,0.0,Low,3.0,Cat_2,A,M_465834
9802,No,18,No,Healthcare,1.0,Low,3.0,Cat_6,D,M_462857
9803,Yes,88,Yes,Lawyer,,Low,1.0,Cat_6,A,M_467268
9804,Yes,51,No,Artist,3.0,Average,2.0,Cat_6,C,M_463474
9805,No,29,Yes,Engineer,1.0,Low,5.0,Cat_1,B,F_463607
9806,Yes,28,No,Artist,,Low,3.0,Cat_3,B,F_460793
9807,Yes,47,Yes,Artist,0.0,Average,4.0,Cat_4,C,F_464874
9808,No,25,Yes,Marketing,8.0,Low,,Cat_1,D,F_465907
9809,Yes,38,No,Artist,4.0,Average,4.0,Cat_1,C,F_465186
9810,Yes,37,Yes,Artist,1.0,Low,1.0,Cat_3,A,M_463861
9811,No,22,No,Healthcare,9.0,Low,4.0,Cat_6,D,M_464027
9812,Yes,61,Yes,Engineer,0.0,Average,2.0,Cat_6,C,F_460985
9813,Yes,42,Yes,Artist,0.0,Average,2.0,Cat_6,C,M_466870
9814,Yes,60,Yes,Artist,1.0,Average,2.0,Cat_3,B,M_466060
9815,Yes,73,Yes,Entertainment,1.0,High,4.0,Cat_6,B,M_461273
9816,,60,No,Executive,6.0,Average,2.0,Cat_4,A,M_464925
9817,No,27,,Marketing,8.0,Low,4.0,Cat_4,D,F_465673
9818,Yes,49,Yes,Artist,1.0,Low,1.0,Cat_6,C,F_461648
9819,Yes,72,Yes,Lawyer,3.0,High,2.0,Cat_6,C,M_467631
9820,Yes,43,Yes,Artist,1.0,Average,2.0,Cat_6,C,F_467804
9821,Yes,50,Yes,,1.0,Low,2.0,Cat_3,A,F_465946
9822,No,49,Yes,,0.0,Low,2.0,Cat_6,D,F_460076
9823,Yes,38,Yes,Doctor,5.0,Low,2.0,Cat_1,A,M_466000
9824,Yes,35,Yes,Artist,0.0,Average,3.0,Cat_6,C,F_459445
9825,Yes,82,No,Lawyer,1.0,High,2.0,Cat_6,B,F_466292
9826,Yes,63,Yes,Artist,9.0,Low,1.0,Cat_6,A,M_463804
9827,Yes,73,Yes,Executive,11.0,High,2.0,Cat_6,C,M_464081
9828,Yes,38,Yes,Artist,4.0,Low,1.0,Cat_3,B,F_462543
9829,Yes,61,Yes,Lawyer,,High,2.0,Cat_6,B,M_463444
9830,No,42,Yes,Homemaker,10.0,Low,1.0,Cat_6,A,F_463051
9831,Yes,43,Yes,Engineer,0.0,Average,2.0,Cat_6,B,F_465893
9832,No,31,No,Homemaker,14.0,Low,1.0,Cat_6,D,M_466812
9833,Yes,69,No,Doctor,,Low,1.0,Cat_6,A,M_463129
9834,No,42,Yes,Entertainment,1.0,Low,3.0,Cat_6,D,F_467091
9835,Yes,32,Yes,Artist,9.0,Average,2.0,Cat_6,B,M_460268
9836,Yes,39,Yes,Artist,3.0,Average,4.0,Cat_4,A,M_465757
9837,Yes,48,Yes,Artist,0.0,Average,4.0,Cat_6,B,F_460021
9838,Yes,39,Yes,Artist,6.0,Average,2.0,Cat_6,C,M_463859
9839,Yes,55,Yes,Artist,9.0,Average,2.0,Cat_1,C,M_460053
9840,Yes,60,Yes,Doctor,1.0,High,2.0,Cat_3,B,M_466659
9841,No,51,Yes,Entertainment,1.0,Low,1.0,Cat_6,A,F_466533
9842,Yes,61,Yes,Artist,0.0,Average,3.0,Cat_4,B,F_465307
9843,No,43,Yes,Artist,1.0,Low,1.0,Cat_6,A,F_464592
9844,Yes,86,,Lawyer,1.0,High,2.0,Cat_6,B,M_460975
9845,Yes,55,Yes,Artist,2.0,Average,3.0,Cat_6,C,F_461647
9846,Yes,43,Yes,Artist,1.0,Average,5.0,Cat_6,C,F_467462
9847,Yes,45,No,Executive,0.0,Average,3.0,Cat_4,B,M_467594
9848,Yes,50,Yes,Artist,1.0,Average,5.0,Cat_4,C,F_464255
9849,Yes,40,No,Artist,1.0,Average,2.0,Cat_5,C,M_461701
9850,No,19,No,Healthcare,0.0,Low,3.0,Cat_6,D,M_466516
9851,No,25,Yes,Doctor,3.0,Low,1.0,Cat_6,A,F_464036
9852,No,89,Yes,Lawyer,2.0,Low,1.0,Cat_6,D,F_461887
9853,No,25,No,Engineer,1.0,Low,,Cat_7,D,F_464093
9854,Yes,49,Yes,Artist,0.0,Average,3.0,Cat_6,C,F_466177
9855,Yes,46,Yes,Engineer,1.0,Average,5.0,Cat_6,B,F_467486
9856,Yes,83,Yes,Lawyer,0.0,Low,2.0,Cat_6,C,F_466775
9857,Yes,35,Yes,Executive,6.0,Average,4.0,Cat_6,B,M_467412
9858,Yes,71,Yes,Lawyer,1.0,Low,2.0,Cat_3,C,F_460546
9859,Yes,50,Yes,Artist,0.0,Average,3.0,Cat_6,C,M_466204
9860,Yes,58,No,Executive,12.0,High,2.0,Cat_6,C,M_459000
9861,Yes,29,No,Healthcare,,High,2.0,Cat_3,D,M_460635
9862,Yes,35,Yes,Artist,1.0,Average,4.0,Cat_3,A,M_466781
9863,Yes,67,Yes,Executive,0.0,High,2.0,Cat_6,C,M_464992
9864,Yes,35,No,Doctor,0.0,Average,5.0,Cat_4,C,M_464921
9865,Yes,61,Yes,Executive,1.0,High,3.0,Cat_6,C,M_458982
9866,No,29,No,Entertainment,0.0,Low,2.0,Cat_3,B,F_461045
9867,No,49,Yes,Homemaker,0.0,Low,,Cat_6,C,F_466644
9868,Yes,46,No,Entertainment,,Average,5.0,Cat_4,B,M_459623
9869,Yes,47,Yes,Executive,0.0,Average,5.0,Cat_2,B,M_459346
9870,No,37,No,Artist,4.0,Low,2.0,Cat_6,C,F_464183
9871,No,18,No,Healthcare,9.0,Low,3.0,Cat_6,D,M_466642
9872,No,23,No,Entertainment,0.0,Low,2.0,Cat_3,C,F_460519
9873,No,29,No,Homemaker,11.0,Low,3.0,Cat_3,D,M_462687
9874,Yes,52,No,Artist,,Average,4.0,Cat_4,A,F_464847
9875,No,43,Yes,Artist,1.0,Low,4.0,Cat_6,A,F_467921
9876,Yes,66,Yes,Artist,0.0,Low,5.0,Cat_6,A,M_460863
9877,Yes,45,Yes,Executive,1.0,High,3.0,Cat_6,C,M_464168
9878,Yes,67,Yes,Lawyer,1.0,Low,1.0,Cat_4,A,F_464819
9879,Yes,49,Yes,Marketing,9.0,Low,2.0,Cat_6,C,F_465718
9880,Yes,38,No,Executive,1.0,High,4.0,Cat_6,D,M_461025
9881,Yes,38,No,Engineer,1.0,Low,2.0,Cat_4,A,F_466243
9882,No,32,Yes,Homemaker,10.0,Low,1.0,Cat_6,D,F_463059
9883,Yes,48,Yes,Artist,8.0,Average,2.0,Cat_6,C,M_466962
9884,No,42,Yes,Homemaker,7.0,Low,1.0,Cat_6,A,F_463067
9885,No,50,Yes,Artist,8.0,Low,3.0,Cat_6,C,F_465755
9886,Yes,33,Yes,Homemaker,,High,2.0,Cat_6,D,F_460088
9887,Yes,50,Yes,Artist,0.0,Average,3.0,Cat_2,C,M_466301
9888,Yes,30,Yes,Engineer,8.0,High,6.0,Cat_4,D,F_467884
9889,Yes,89,No,Lawyer,0.0,Low,,Cat_6,A,M_459908
9890,Yes,27,Yes,Doctor,1.0,Low,2.0,Cat_4,D,F_459315
9891,Yes,43,Yes,Engineer,1.0,Average,4.0,Cat_6,B,F_465343
9892,No,25,No,Marketing,1.0,Low,2.0,Cat_6,D,F_467772
9893,No,19,No,Healthcare,4.0,Low,5.0,,D,F_463601
9894,No,27,Yes,Marketing,12.0,Low,3.0,Cat_6,A,F_460292
9895,No,43,Yes,Artist,1.0,Low,1.0,Cat_6,B,M_466566
9896,Yes,37,Yes,Entertainment,1.0,Average,4.0,Cat_6,B,M_459500
9897,No,27,Yes,Healthcare,1.0,Low,9.0,Cat_6,C,F_460267
9898,Yes,61,Yes,Healthcare,1.0,Low,2.0,Cat_6,A,M_467298
9899,Yes,41,No,Engineer,0.0,Average,2.0,Cat_7,C,M_467095
9900,No,50,Yes,Artist,0.0,Low,1.0,Cat_6,B,F_465919
9901,Yes,60,Yes,Artist,1.0,Average,2.0,Cat_6,C,F_461835
9902,No,20,No,Healthcare,0.0,Low,4.0,Cat_6,D,M_461302
9903,Yes,66,Yes,Marketing,1.0,High,2.0,Cat_6,B,M_461275
9904,Yes,36,Yes,Homemaker,5.0,Low,1.0,Cat_6,D,M_463115
9905,Yes,65,Yes,Lawyer,1.0,High,2.0,Cat_6,B,M_466362
9906,No,30,No,Executive,,Low,1.0,Cat_3,C,F_462784
9907,Yes,56,Yes,Lawyer,,Low,3.0,Cat_1,D,M_467498
9908,No,20,No,Healthcare,1.0,Low,4.0,Cat_6,D,M_463490
9909,Yes,38,Yes,Artist,0.0,Low,1.0,Cat_6,B,F_463836
9910,No,31,Yes,Marketing,0.0,Low,2.0,Cat_3,D,M_459923
9911,Yes,30,No,Engineer,,Average,3.0,Cat_4,D,F_462590
9912,Yes,81,Yes,Lawyer,0.0,High,2.0,Cat_6,C,F_464164
9913,No,52,Yes,Lawyer,4.0,Low,1.0,Cat_6,A,F_460298
9914,Yes,57,Yes,Artist,0.0,Low,1.0,Cat_3,B,M_467819
9915,Yes,30,No,Entertainment,1.0,Average,3.0,Cat_3,A,M_460722
9916,Yes,55,No,Entertainment,1.0,Low,3.0,Cat_4,A,M_466407
9917,No,38,Yes,Artist,8.0,Low,1.0,Cat_6,A,M_462411
9918,Yes,70,No,Lawyer,0.0,High,2.0,Cat_3,C,M_466198
9919,Yes,59,No,Artist,0.0,Low,1.0,Cat_6,B,M_462153
9920,Yes,39,Yes,Healthcare,1.0,Low,3.0,Cat_3,D,M_467180
9921,Yes,58,Yes,Artist,9.0,Average,3.0,Cat_6,C,F_461481
9922,Yes,30,No,Entertainment,11.0,Low,2.0,Cat_5,D,M_464589
9923,Yes,73,Yes,Artist,1.0,Average,2.0,Cat_6,C,F_461471
9924,No,25,Yes,Artist,5.0,Low,1.0,,C,F_463981
9925,Yes,40,Yes,Artist,0.0,High,,Cat_6,A,M_459793
9926,No,38,Yes,Entertainment,1.0,Low,2.0,Cat_6,A,M_464146
9927,Yes,45,Yes,Artist,,Average,3.0,Cat_3,B,M_464498
9928,No,25,No,Healthcare,1.0,Low,5.0,Cat_6,D,M_459589
9929,No,36,Yes,Artist,,Low,2.0,Cat_2,B,M_459775
9930,Yes,53,Yes,Artist,3.0,High,3.0,Cat_7,D,M_459829
9931,No,27,No,Healthcare,0.0,Low,4.0,Cat_3,A,F_463314
9932,Yes,49,Yes,Artist,6.0,Average,2.0,Cat_6,C,M_459723
9933,Yes,51,Yes,Artist,6.0,Average,5.0,Cat_6,C,F_459122
9934,No,33,No,Healthcare,0.0,Low,7.0,Cat_4,D,M_462221
9935,Yes,67,No,Executive,,High,2.0,Cat_6,A,M_463528
9936,Yes,72,Yes,Lawyer,1.0,High,,,C,F_459112
